company1Label,p1Label,intermediateLabel,p2Label,company2Label,p1,p2,company1,company2
Goldman Sachs,http://www.wikidata.org/prop/direct/P361,S&P 500,http://www.wikidata.org/prop/direct/P527,Morgan Stanley,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q334204
Goldman Sachs,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Wells Fargo,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q744149
Goldman Sachs,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Q37156,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q37156
Goldman Sachs,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Q37156,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q37156
Goldman Sachs,http://www.wikidata.org/prop/direct/P463,Linux Foundation,http://www.wikidata.org/prop/direct/P527,Q37156,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q37156
Texas Instruments,http://www.wikidata.org/prop/direct/P463,Linux Foundation,http://www.wikidata.org/prop/direct/P527,Q37156,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q37156
Texas Instruments,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Wells Fargo,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q744149
Texas Instruments,http://www.wikidata.org/prop/direct/P361,Nasdaq-100,http://www.wikidata.org/prop/direct/P527,T-Mobile US,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q3511885
Goldman Sachs,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Cisco,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q173395
Texas Instruments,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,The Coca-Cola Company,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q3295867
Texas Instruments,http://www.wikidata.org/prop/direct/P361,Nasdaq-100,http://www.wikidata.org/prop/direct/P527,Cisco,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q173395
Goldman Sachs,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Chevron Corporation,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q319642
Goldman Sachs,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,UnitedHealth Group,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q2103926
Texas Instruments,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Procter & Gamble,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q212405
Goldman Sachs,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,The Coca-Cola Company,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q3295867
Goldman Sachs,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,The Coca-Cola Company,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q3295867
Goldman Sachs,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Procter & Gamble,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q212405
Goldman Sachs,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Procter & Gamble,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q212405
Goldman Sachs,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Johnson & Johnson,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q333718
Goldman Sachs,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Johnson & Johnson,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q333718
Goldman Sachs,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,The Home Depot,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q864407
Texas Instruments,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,ExxonMobil,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q156238
Texas Instruments,http://www.wikidata.org/prop/direct/P361,Nasdaq-100,http://www.wikidata.org/prop/direct/P527,Costco,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q715583
Texas Instruments,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Johnson & Johnson,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q333718
Texas Instruments,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Netflix,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q907311
Goldman Sachs,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Q483551,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q483551
Goldman Sachs,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Netflix,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q907311
Goldman Sachs,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,ExxonMobil,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q156238
Goldman Sachs,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Visa Inc.,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q328840
Goldman Sachs,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,JPMorgan Chase,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q192314
Goldman Sachs,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,JPMorgan Chase,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q192314
Goldman Sachs,http://www.wikidata.org/prop/direct/P1830,Moneta Money Bank,http://www.wikidata.org/prop/direct/P127,JPMorgan Chase,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q192314
Texas Instruments,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,JPMorgan Chase,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q192314
Texas Instruments,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Oracle,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q19900
Texas Instruments,http://www.wikidata.org/prop/direct/P361,Nasdaq-100,http://www.wikidata.org/prop/direct/P527,Broadcom Corporation,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q555925
Goldman Sachs,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Alphabet Inc.,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q20800404
Texas Instruments,http://www.wikidata.org/prop/direct/P361,Nasdaq-100,http://www.wikidata.org/prop/direct/P527,Alphabet Inc.,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q20800404
Texas Instruments,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Alphabet Inc.,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q20800404
Goldman Sachs,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Oracle,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q19900
Texas Instruments,http://www.wikidata.org/prop/direct/P361,Nasdaq-100,http://www.wikidata.org/prop/direct/P527,"Tesla, Inc.",http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q478214
Texas Instruments,http://www.wikidata.org/prop/direct/P361,S&P 500,http://www.wikidata.org/prop/direct/P527,Meta,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q380
Texas Instruments,http://www.wikidata.org/prop/direct/P361,Nasdaq-100,http://www.wikidata.org/prop/direct/P527,Meta,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q380
Texas Instruments,http://www.wikidata.org/prop/direct/P361,S&P 100,http://www.wikidata.org/prop/direct/P527,Meta,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q380
Texas Instruments,http://www.wikidata.org/prop/direct/P361,Nasdaq-100,http://www.wikidata.org/prop/direct/P527,Amazon,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q3884
Texas Instruments,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Amazon,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q3884
Goldman Sachs,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Apple Inc.,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q312
Goldman Sachs,http://www.wikidata.org/prop/direct/P3320,Peter Oppenheimer,http://www.wikidata.org/prop/direct/P108,Apple Inc.,http://www.wikidata.org/prop/direct/P3320,http://www.wikidata.org/prop/direct/P108,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q312
Texas Instruments,http://www.wikidata.org/prop/direct/P361,S&P 500,http://www.wikidata.org/prop/direct/P527,Microsoft,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q2283
Texas Instruments,http://www.wikidata.org/prop/direct/P361,Nasdaq-100,http://www.wikidata.org/prop/direct/P527,Microsoft,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q2283
Texas Instruments,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Microsoft,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q2283
Goldman Sachs,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Apple Inc.,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q312
Goldman Sachs,http://www.wikidata.org/prop/direct/P31,business,http://www.wikidata.org/prop/direct/P5869,Apple Inc.,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/prop/direct/P5869,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q312
Texas Instruments,http://www.wikidata.org/prop/direct/P361,Nasdaq-100,http://www.wikidata.org/prop/direct/P527,Apple Inc.,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q312
Texas Instruments,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Apple Inc.,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q312
Texas Instruments,http://www.wikidata.org/prop/direct/P31,business,http://www.wikidata.org/prop/direct/P5869,Apple Inc.,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/prop/direct/P5869,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q312
Goldman Sachs,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Amazon,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q3884
Goldman Sachs,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Microsoft,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q2283
Goldman Sachs,http://www.wikidata.org/prop/direct/P361,S&P 500,http://www.wikidata.org/prop/direct/P527,Microsoft,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q2283
Texas Instruments,http://www.wikidata.org/prop/direct/P361,Nasdaq-100,http://www.wikidata.org/prop/direct/P527,Nvidia,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q182477
Texas Instruments,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Nvidia,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193412,http://www.wikidata.org/entity/Q182477
Goldman Sachs,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Nvidia,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q182477
Goldman Sachs,http://www.wikidata.org/prop/direct/P361,S&P 500,http://www.wikidata.org/prop/direct/P527,Meta,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q380
Goldman Sachs,http://www.wikidata.org/prop/direct/P361,S&P 100,http://www.wikidata.org/prop/direct/P527,Meta,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q380
Goldman Sachs,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Microsoft,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q193326,http://www.wikidata.org/entity/Q2283
American Express,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Nike,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q483915
American Express,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,"Honeywell International, Inc.",http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q898208
American Express,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Danaher Corporation,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q1159256
American Express,http://www.wikidata.org/prop/direct/P361,S&P 500,http://www.wikidata.org/prop/direct/P527,Accenture,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q338825
American Express,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Gilead Sciences,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q663596
American Express,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Amgen,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q470517
American Express,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Verizon Communications,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q467752
American Express,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Verizon Communications,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q467752
American Express,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Boeing,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q66
American Express,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Intel Corporation,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q248
American Express,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Intel Corporation,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q248
American Express,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Citigroup,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q219508
American Express,http://www.wikidata.org/prop/P127,statement/Q194360-a547db62-44b4-d791-9d02-d24480313aed,http://www.wikidata.org/prop/statement/P127,BlackRock,http://www.wikidata.org/prop/P127,http://www.wikidata.org/prop/statement/P127,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q219635
American Express,http://www.wikidata.org/prop/direct/P127,BlackRock,http://www.wikidata.org/prop/direct/P127,BlackRock,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q219635
American Express,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,The Walt Disney Company,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q7414
American Express,http://www.wikidata.org/prop/direct/P361,S&P 500,http://www.wikidata.org/prop/direct/P527,The Walt Disney Company,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q7414
American Express,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,The Walt Disney Company,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q7414
American Express,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Merck & Co.,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q247489
American Express,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,PepsiCo,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q334800
American Express,http://www.wikidata.org/prop/direct/P361,S&P 500,http://www.wikidata.org/prop/direct/P527,Morgan Stanley,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q334204
American Express,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Goldman Sachs,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q193326
American Express,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,McDonald's,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q38076
American Express,http://www.wikidata.org/prop/direct/P361,S&P 500,http://www.wikidata.org/prop/direct/P527,McDonald's,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q38076
American Express,http://www.wikidata.org/prop/direct/P31,business,http://www.wikidata.org/prop/direct/P5869,McDonald's,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/prop/direct/P5869,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q38076
American Express,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Salesforce,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q941127
American Express,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Caterpillar Inc.,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q459965
American Express,http://www.wikidata.org/prop/direct/P127,Berkshire Hathaway,http://www.wikidata.org/prop/direct/P1830,Wells Fargo,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q744149
American Express,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Wells Fargo,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q744149
American Express,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Q37156,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q37156
American Express,http://www.wikidata.org/prop/direct/P127,Berkshire Hathaway,http://www.wikidata.org/prop/direct/P1830,Q37156,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q37156
American Express,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Q37156,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q37156
American Express,http://www.wikidata.org/prop/direct/P463,Linux Foundation,http://www.wikidata.org/prop/direct/P527,Q37156,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q37156
American Express,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Cisco,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q194360,http://www.wikidata.org/entity/Q173395
