company1Label,p1Label,intermediateLabel,p2Label,company2Label,p1,p2,company1,company2
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Nike,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q483915
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Nike,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q483915
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Nasdaq-100,http://www.wikidata.org/prop/direct/P527,Comcast,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q1113804
Boeing,http://www.wikidata.org/prop/direct/P1830,United Launch Alliance,http://www.wikidata.org/prop/direct/P127,Lockheed Martin,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q7240
Boeing,http://www.wikidata.org/prop/direct/P1830,United Launch Alliance,http://www.wikidata.org/prop/direct/P749,Lockheed Martin,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/prop/direct/P749,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q7240
Boeing,http://www.wikidata.org/prop/direct/P1830,United Space Alliance,http://www.wikidata.org/prop/direct/P127,Lockheed Martin,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q7240
Intel Corporation,http://www.wikidata.org/prop/direct/P3320,Omar Ishrak,http://www.wikidata.org/prop/direct/P1416,Medtronic plc,http://www.wikidata.org/prop/direct/P3320,http://www.wikidata.org/prop/direct/P1416,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q642189
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,"Honeywell International, Inc.",http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q898208
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,"Honeywell International, Inc.",http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q898208
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Nasdaq-100,http://www.wikidata.org/prop/direct/P527,Adobe,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q11463
Intel Corporation,http://www.wikidata.org/prop/direct/P463,Alliance for Open Media,http://www.wikidata.org/prop/direct/P527,Adobe,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q11463
Boeing,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Gilead Sciences,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q663596
Intel Corporation,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Danaher Corporation,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q1159256
Intel Corporation,http://www.wikidata.org/prop/direct/P361,S&P 500,http://www.wikidata.org/prop/direct/P527,Accenture,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q338825
Boeing,http://www.wikidata.org/prop/direct/P361,S&P 500,http://www.wikidata.org/prop/direct/P527,Accenture,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q338825
Intel Corporation,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Gilead Sciences,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q663596
Boeing,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Danaher Corporation,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q1159256
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Amgen,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q470517
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Amgen,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q470517
Boeing,http://www.wikidata.org/prop/direct/P3320,Robert A. Bradway,http://www.wikidata.org/prop/direct/P108,Amgen,http://www.wikidata.org/prop/direct/P3320,http://www.wikidata.org/prop/direct/P108,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q470517
Boeing,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Verizon Communications,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q467752
Intel Corporation,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Verizon Communications,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q467752
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Verizon Communications,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q467752
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Boeing,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q66
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Verizon Communications,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q467752
Intel Corporation,http://www.wikidata.org/prop/direct/P3320,Greg Smith,http://www.wikidata.org/prop/direct/P1416,Boeing,http://www.wikidata.org/prop/direct/P3320,http://www.wikidata.org/prop/direct/P1416,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q66
Boeing,http://www.wikidata.org/prop/direct/P3320,Steve Mollenkopf,http://www.wikidata.org/prop/direct/P108,Qualcomm,http://www.wikidata.org/prop/direct/P3320,http://www.wikidata.org/prop/direct/P108,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q544847
Boeing,http://www.wikidata.org/prop/direct/P3320,Steve Mollenkopf,http://www.wikidata.org/prop/direct/P1416,Qualcomm,http://www.wikidata.org/prop/direct/P3320,http://www.wikidata.org/prop/direct/P1416,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q544847
Boeing,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Intel Corporation,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q248
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Nasdaq-100,http://www.wikidata.org/prop/direct/P527,Qualcomm,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q544847
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Intel Corporation,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q248
Boeing,http://www.wikidata.org/prop/P127,statement/Q66-5f9366ee-41a0-3400-0e38-dc910d751974,http://www.wikidata.org/prop/statement/P127,BlackRock,http://www.wikidata.org/prop/P127,http://www.wikidata.org/prop/statement/P127,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q219635
Boeing,http://www.wikidata.org/prop/direct/P127,BlackRock,http://www.wikidata.org/prop/direct/P127,BlackRock,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q219635
Intel Corporation,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Citigroup,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q219508
Intel Corporation,http://www.wikidata.org/prop/P127,statement/Q248-d934bcc1-43bb-1a31-fb63-cbc96cda0759,http://www.wikidata.org/prop/statement/P127,BlackRock,http://www.wikidata.org/prop/P127,http://www.wikidata.org/prop/statement/P127,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q219635
Intel Corporation,http://www.wikidata.org/prop/direct/P127,BlackRock,http://www.wikidata.org/prop/direct/P127,BlackRock,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q219635
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,The Walt Disney Company,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q7414
Boeing,http://www.wikidata.org/prop/direct/P361,S&P 500,http://www.wikidata.org/prop/direct/P527,The Walt Disney Company,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q7414
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,The Walt Disney Company,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q7414
Intel Corporation,http://www.wikidata.org/prop/direct/P361,S&P 500,http://www.wikidata.org/prop/direct/P527,The Walt Disney Company,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q7414
Intel Corporation,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,The Walt Disney Company,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q7414
Boeing,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,The Walt Disney Company,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q7414
Boeing,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,PepsiCo,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q334800
Boeing,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Citigroup,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q219508
Boeing,http://www.wikidata.org/prop/direct/P31,business,http://www.wikidata.org/prop/direct/P5869,McDonald's,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/prop/direct/P5869,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q38076
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Merck & Co.,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q247489
Intel Corporation,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,PepsiCo,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q334800
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,McDonald's,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q38076
Intel Corporation,http://www.wikidata.org/prop/direct/P361,S&P 500,http://www.wikidata.org/prop/direct/P527,McDonald's,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q38076
Intel Corporation,http://www.wikidata.org/prop/direct/P31,business,http://www.wikidata.org/prop/direct/P5869,McDonald's,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/prop/direct/P5869,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q38076
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Nasdaq-100,http://www.wikidata.org/prop/direct/P527,PepsiCo,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q334800
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,McDonald's,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q38076
Boeing,http://www.wikidata.org/prop/direct/P361,S&P 500,http://www.wikidata.org/prop/direct/P527,McDonald's,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q38076
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,American Express,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q194360
Intel Corporation,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,American Express,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q194360
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Caterpillar Inc.,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q459965
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Salesforce,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q941127
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Salesforce,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q941127
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Merck & Co.,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q247489
Boeing,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,American Express,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q194360
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,American Express,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q194360
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Goldman Sachs,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q193326
Boeing,http://www.wikidata.org/prop/direct/P361,S&P 500,http://www.wikidata.org/prop/direct/P527,Morgan Stanley,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q334204
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Caterpillar Inc.,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q459965
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Goldman Sachs,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q193326
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Nasdaq-100,http://www.wikidata.org/prop/direct/P527,T-Mobile US,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q3511885
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Cisco,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q173395
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Q37156,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q37156
Boeing,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Wells Fargo,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q744149
Intel Corporation,http://www.wikidata.org/prop/direct/P361,S&P 500,http://www.wikidata.org/prop/direct/P527,Morgan Stanley,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q334204
Intel Corporation,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Wells Fargo,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q744149
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,The Coca-Cola Company,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q3295867
Boeing,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Q37156,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q37156
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Chevron Corporation,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q319642
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,The Coca-Cola Company,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q3295867
Intel Corporation,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,The Coca-Cola Company,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q3295867
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Q37156,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q37156
Intel Corporation,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Q37156,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q37156
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Nasdaq-100,http://www.wikidata.org/prop/direct/P527,Cisco,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q173395
Intel Corporation,http://www.wikidata.org/prop/direct/P463,Alliance for Open Media,http://www.wikidata.org/prop/direct/P112,Cisco,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/prop/direct/P112,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q173395
Intel Corporation,http://www.wikidata.org/prop/direct/P463,Alliance for Open Media,http://www.wikidata.org/prop/direct/P527,Cisco,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q173395
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Chevron Corporation,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q319642
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Cisco,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q173395
Intel Corporation,http://www.wikidata.org/prop/direct/P463,Linux Foundation,http://www.wikidata.org/prop/direct/P527,Q37156,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q37156
Intel Corporation,http://www.wikidata.org/prop/direct/P463,Alliance for Open Media,http://www.wikidata.org/prop/direct/P527,Q37156,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q37156
Boeing,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,The Coca-Cola Company,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q3295867
Boeing,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Procter & Gamble,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q212405
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Procter & Gamble,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q212405
Intel Corporation,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Procter & Gamble,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q212405
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,Procter & Gamble,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q212405
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,UnitedHealth Group,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q2103926
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,UnitedHealth Group,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q2103926
Intel Corporation,http://www.wikidata.org/prop/direct/P463,Alliance for Open Media,http://www.wikidata.org/prop/direct/P527,AMD,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q128896
Boeing,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,Johnson & Johnson,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q333718
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Nasdaq-100,http://www.wikidata.org/prop/direct/P527,Costco,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q715583
Boeing,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,The Home Depot,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q864407
Boeing,http://www.wikidata.org/prop/direct/P127,The Vanguard Group,http://www.wikidata.org/prop/direct/P1830,ExxonMobil,http://www.wikidata.org/prop/direct/P127,http://www.wikidata.org/prop/direct/P1830,http://www.wikidata.org/entity/Q66,http://www.wikidata.org/entity/Q156238
Intel Corporation,http://www.wikidata.org/prop/direct/P361,Dow Jones Industrial Average,http://www.wikidata.org/prop/direct/P527,The Home Depot,http://www.wikidata.org/prop/direct/P361,http://www.wikidata.org/prop/direct/P527,http://www.wikidata.org/entity/Q248,http://www.wikidata.org/entity/Q864407
