Date,Open,High,Low,Close,Volume,MACD,MACD_Hist,MACD_Signal,RSI,BB_Lower,BB_Middle,BB_Upper,BB_Width,BB_Percent,ADX,ADXR,DI_Pos,DI_Neg,OBV,Returns
2015-02-23,68.5358310087841,68.95567017080111,68.09029527924164,68.80144500732422,6868600,-1.8813690346235887,-0.19739439394911873,-1.68397464067447,33.57310255385303,66.82307713308482,68.0971694946289,69.37126185617298,3.741983318835508,0.7763832254051832,63.077704317443946,63.89516738276515,14.428730977584506,43.2199792950753,-65060000.0,0.005869970576976634
2015-02-24,68.80147919414452,70.00100157621485,68.76720619224156,69.28128814697266,10951000,-1.7605803179436066,-0.06128454181530918,-1.6992957761282974,35.68299923140059,66.83887141017193,68.40219268798829,69.96551396580465,4.570968316607437,0.7811627627215196,61.303927907688205,62.696013530573765,18.255674282577242,40.86707005362443,-54109000.0,0.006950109694602773
2015-02-25,69.5383405257607,70.47225542344394,69.2898661355835,70.4037094116211,8184700,-1.5563438114794224,0.11436157171910022,-1.6707053831985226,40.44791746238839,66.44336727193173,68.81174774169922,71.18012821146671,6.883651549319021,0.8360865558222917,59.296488670929946,61.187096494186946,19.3972521320146,38.67816056415661,-45924300.0,0.016071094855108336
2015-02-26,71.12343951728889,71.51756933563061,70.60935742975221,71.32907104492188,8702800,-1.3047753207216175,0.29274404998152415,-1.5975193707031417,44.123285360833286,67.23273470197428,69.64285583496094,72.0529769679476,6.921373640099266,0.8498195976297984,56.66953470641707,58.98673130705264,23.207986897235536,36.69838185179227,-37221500.0,0.013058020579952508
2015-02-27,71.32902258652476,71.44040489313421,69.8467469286091,69.90672302246094,8121200,-1.206271925814562,0.31299795591086377,-1.5192698817254258,40.03344893427568,67.97575181272354,69.94444732666015,71.91314284059676,5.6293118015280035,0.49041895917063827,54.55821608194492,56.92735237643743,21.511426693892304,37.51379939658623,-45342700.0,-0.020142147668285214
2015-03-02,69.90674076165281,70.43796239692938,69.88103764875171,70.28373718261719,5503100,-1.0852750090422774,0.34719589814651886,-1.4324709071887962,41.579208717510156,68.74257758926947,70.24090576171875,71.73923393416803,4.26625527162796,0.5142930706656947,52.597705930649354,54.63362031853321,20.935456095409272,36.50936367052819,-39839600.0,0.005378612332193856
2015-03-03,69.39267272547343,70.19807195375061,69.31556337139938,70.18093872070312,6856100,-0.9863094956093619,0.3569291292635475,-1.3432386248729093,41.266854098165105,69.34109370313381,70.42083587646485,71.50057804979589,3.066541769612533,0.3889099816201337,51.0297116855498,52.79396388374736,19.93611635855212,37.554597910273436,-46695700.0,-0.0014636915595449323
2015-03-04,69.87248686606625,69.8810502139693,69.02424476637515,69.08422088623047,6141000,-0.9850198807624793,0.28657499528834407,-1.2715948760508233,37.98807629041644,68.54328409338137,70.15693817138673,71.77059224939208,4.600126858624732,0.16761237746746502,49.70350879994718,51.15060736529827,18.782568720063612,36.838891883960144,-52836700.0,-0.015750393132355142
2015-03-05,69.10994460244493,69.74397893233751,69.09280482933781,69.52977752685547,5571800,-0.9372412210945527,0.2674829239650167,-1.2047241450595694,40.071310522542554,68.8092419044771,69.79707946777344,70.78491703106978,2.830598560366528,0.36470349435487737,48.4720346918876,49.7508731887187,18.137905314404648,35.57449158512095,-47264900.0,0.006428761600677964
2015-03-06,69.08420549684924,69.5297478910158,68.59582676198939,68.81002807617188,6530200,-0.9465428972372365,0.20654499825786643,-1.153087895495103,37.85876388519819,68.27484991097201,69.57774047851562,70.88063104605924,3.7451361845989326,0.2053810882247989,47.56626549599243,48.634887147969806,17.23604432021321,36.45149390976729,-53795100.0,-0.010405623195628367
2015-03-09,68.67294909175334,69.25557698259168,68.50158410215032,68.98139953613281,5846100,-0.9293730638223678,0.1789718653381882,-1.108344929160556,38.72627492281707,68.21477653867413,69.31727294921875,70.41976935976336,3.18101495813979,0.3476759607226213,46.770892840552655,47.62146376622013,16.521814211617176,35.45895242031866,-47949000.0,0.0024874050772156443
2015-03-10,68.31311268917803,68.3473791603604,67.57625935750687,67.78189086914062,7525000,-1.0010170701796426,0.08586228718473077,-1.0868793573643734,35.0390700464854,67.54290098819742,68.83746337890625,70.13202576961508,3.7612146850417614,0.09230527731164435,46.465128632344424,47.01569706416843,15.253283504091927,37.792569178383744,-55474000.0,-0.01754183337169463
2015-03-11,68.03036005698657,68.33024068363987,67.78188567007172,68.07319641113281,4546200,-1.022502763318542,0.051501275236665256,-1.0740040385552072,36.61737814649105,67.22292976287409,68.63525848388673,70.04758720489937,4.115461213988754,0.30101584553526667,46.18120472472249,46.47604878263758,14.776478242856943,36.61120414212736,-50927800.0,0.004288481120221818
2015-03-12,68.63010744984688,70.25803892749943,68.57013133662892,69.88104248046875,9386600,-0.8834681895821177,0.1524286791784717,-1.0358968687605894,45.471762989321995,67.05572104835035,68.70551147460938,70.35530190086841,4.802498055396104,0.8562667679327414,44.012331534860344,45.238730083602384,23.46410844878412,32.28135772090656,-41541200.0,0.026210859242045394
2015-03-13,69.82962051902034,69.95814260036265,68.5015699066575,69.0584945678711,6919400,-0.8300863121373538,0.16464844529858846,-0.9947347574359423,42.55863024816694,67.0749861338421,68.75520477294921,70.43542341205632,4.887538753337171,0.5902530741722556,42.04118213969206,44.11119343220727,21.62771464384495,30.123282546262246,-48460600.0,-0.011840510483808783
2015-03-16,69.29839881020169,69.9581424423802,69.18701649297235,69.82962036132812,5295100,-0.7172889225001597,0.22195666794862612,-0.9392455904487859,46.048209400593294,66.97999836604096,68.92484893798829,70.86969950993561,5.643394514211008,0.7326069252801037,40.21082912989294,42.11158033237665,20.55753220846511,28.632722475174546,-43165500.0,0.011104387407492247
2015-03-17,69.5726118675712,69.58118175387615,69.01569345900003,69.4526596069336,4258200,-0.6508116099155927,0.2307471844265545,-0.8815587943421472,44.621141831416935,67.7769834322053,69.25900268554688,70.74102193888845,4.2796436445101955,0.5653354944445127,38.63189181421473,40.3365369769534,19.612020201713694,28.283918364750022,-47423700.0,-0.005412916487035724
2015-03-18,69.04138966196955,70.5322294211368,68.77577550839823,70.13809967041016,6449400,-0.5366326094091534,0.2759409479463951,-0.8125735573555485,47.78959217775853,68.82919572382687,69.67198333740234,70.5147709509778,2.4193013409538744,0.776532500893287,36.256242569357006,38.23353584962497,22.946848028650397,25.552629092725358,-40974300.0,0.00982078722285926
2015-03-19,70.12093687778572,70.22375585866028,69.34981740039451,69.86389923095703,4677000,-0.4629341955281774,0.27971148946189694,-0.7426456849900743,46.63999742925068,68.82989017275368,69.6685546875,70.50721920224633,2.4075840772301853,0.6164616721121866,34.05028255627483,36.34108718524478,21.817910141452085,24.295492118432158,-45651300.0,-0.003917098215852881
2015-03-20,70.07813647307738,71.16627679679587,69.82966204456342,70.85782623291016,9338100,-0.32063004551659446,0.3376125115787839,-0.6582425570953784,51.22056446524234,68.98055044677609,70.02842102050782,71.07629159423955,2.9927008447751793,0.895757469096883,32.064165673565974,34.16020412146149,25.468190409669422,22.474348477649592,-36313200.0,0.014126369288842531
2015-03-23,70.85779258480778,71.57751240440534,70.42938995361328,70.42938995361328,7291700,-0.23966153949112368,0.33486481408340374,-0.5745263535745274,49.25768412964538,69.07723423403746,70.14837493896485,71.21951564389224,3.053928778419664,0.6311755838218667,30.54975151417892,32.30001703522687,26.139318871079773,21.017023671795116,-43604900.0,-0.006064775059918837
2015-03-24,70.29232749277517,70.39514651116428,69.63258356436651,69.71826934814453,5217800,-0.23022105982775543,0.27544423499741766,-0.5056652948251731,46.099840681854,69.28814936361118,70.20149688720703,71.11484441080287,2.6020742123585316,0.2354634864722509,28.40552322042743,30.234844446996703,24.931061910365113,24.66791187577578,-48822700.0,-0.010148249525025063
2015-03-25,69.76109246021514,69.80393534397119,68.57013350514737,68.63867950439453,8908000,-0.30632219794244975,0.1594744775061787,-0.46579667544862846,41.726359041691175,68.22145497543086,69.90161285400391,71.58177073257697,4.807207759518291,0.12416229875909561,27.186194790132454,28.867973152155685,23.146896568503443,29.065085702416457,-57730700.0,-0.015606180449169749
2015-03-26,68.26167451805674,68.35592362102123,66.73656217831197,67.24208068847656,16181300,-0.4738643376446561,-0.00645412975682208,-0.467410207887834,36.855280158574985,66.45837384411115,69.37724914550782,72.29612444690449,8.41450284451258,0.13424808589637452,27.19330071914662,27.799411969787023,20.688763302186036,36.21546869832089,-73912000.0,-0.02055696473644293
