Date,Open,High,Low,Close,Volume,MACD,MACD_Hist,MACD_Signal,RSI,BB_Lower,BB_Middle,BB_Upper,BB_Width,BB_Percent,ADX,ADXR,DI_Pos,DI_Neg,OBV,Returns
2015-02-23,31.098258561991646,31.147062365262947,30.522364747010634,30.649255752563477,13867900,0.07808715056188831,0.41502383564162404,-0.33693668507973573,45.15769177519199,30.479416648237873,31.18415565490723,31.888894661576586,4.519853059150933,0.12049787419052813,32.589121136841776,34.91388389330596,23.151725944994162,24.82443289360342,-225911600.0,-0.01986505572700474
2015-02-24,29.419384320578917,30.210019429524188,28.10166286249541,30.03432273864746,54985000,0.034045736423315986,0.2967859372024414,-0.2627402007791254,41.83079976812403,29.776885633616324,30.879614257812502,31.98234288200868,7.142113984906333,0.11672731594266583,32.45957286202514,33.64367712491044,19.308553215460485,36.47671921044174,-280896600.0,-0.02026756097572224
2015-02-25,29.86838678166396,30.180735622705548,29.624364016881977,29.75125503540039,16774700,-0.02342853002887324,0.19144933660020175,-0.214877866629075,40.356886864848576,29.256137390566668,30.54969635009766,31.84325530962865,8.468555266192396,0.19137807410542737,32.3392780354097,32.46419958612574,18.583043893620612,35.106124556248744,-297671300.0,-0.009469501811011827
2015-02-26,29.809821725584634,30.229539315540475,29.634125037733103,29.887908935546875,14932000,-0.05729006834834749,0.126070238624582,-0.1833603069729295,41.42981016770535,29.05577698067959,30.31738700866699,31.578997036654393,8.32268313642425,0.32978968794134994,32.1662255761211,32.31289921907312,18.151933688695863,33.64897517768401,-282739300.0,0.004582698019377338
2015-02-27,30.2295388322551,30.46380045839664,29.88790845772321,29.93671226501465,15651200,-0.0792737422496721,0.08326925177860592,-0.16254299402827802,41.832251641354695,29.35354179702954,30.05189094543457,30.750240093839604,4.647622006036359,0.41753503195143776,31.700824455222772,32.02005124531624,19.085468497459356,32.25447784928341,-267088100.0,0.0016315469889945557
2015-03-02,30.336909535948095,30.746867848396555,30.24906119315586,30.493083953857422,18443200,-0.05121108716781464,0.08906552548837071,-0.14027661265618535,46.3574321970131,29.454423272631622,30.02065658569336,30.586889898755096,3.772291331773077,0.9171667025466526,30.90088553620969,31.533555556165396,20.022086513111297,30.349006636048752,-248644900.0,0.018414340115110683
2015-03-03,29.653641969800024,29.956231501981108,28.67755102875433,28.950857162475586,28945700,-0.15166771298692794,-0.009112880264594059,-0.14255483272233388,37.62070959952862,28.69485361293743,29.80396347045899,30.91307332798055,7.4427004221830035,0.1154094645368259,31.275528001870313,31.488176228546543,17.52370532451417,37.36298120325824,-277590600.0,-0.051900090332840286
2015-03-04,29.009426487887183,29.04847102507589,28.13094488034728,28.570186614990234,26709000,-0.2590115209011685,-0.09316535054306771,-0.16584617035810081,35.825925120046286,27.995945948973098,29.567749786376957,31.139553623780817,10.631879996008706,0.182669316727718,31.936530108733074,31.418707822471383,16.409311421841508,38.77545173600982,-304299600.0,-0.013236063883752836
2015-03-05,28.745885907200595,29.126560870469863,28.277360727315916,28.5799503326416,24007700,-0.3393822246008078,-0.13882884339416557,-0.20055338120664223,35.91037978415411,27.573627534492807,29.3061580657959,31.03868859709899,11.82366195810006,0.29041993199159005,32.44540437153098,31.860466186700645,15.979328199824872,36.46415736508799,-280291900.0,0.0003416865914182427
2015-03-06,28.52137492968292,28.57018059087798,27.711219571301054,27.81859016418457,28302000,-0.45921840504466616,-0.20693201907041914,-0.252286385974247,32.33667252234214,26.90272722609177,28.882533645629884,30.862340065168,13.709368048032532,0.23130113354882187,33.24633356541333,32.5914318370732,14.994649510272067,38.23299398201745,-308593900.0,-0.02700092651307085
